@relation pole_swing_up

@attribute sin_theta numeric
@attribute cos_theta numeric
@attribute theta_d numeric
@attribute force {NONE,RIGHT,LEFT}
@attribute class numeric

@data
0.0,-1.0,0.0,LEFT,-0.001
-0.025,-1.0,0.489,LEFT,-0.035
-0.096,-0.995,0.927,LEFT,-0.115
-0.205,-0.979,1.271,LEFT,-0.231
-0.34,-0.941,1.491,LEFT,-0.367
-0.48,-0.877,1.574,LEFT,-0.507
-0.61,-0.792,1.523,LEFT,-0.634
-0.718,-0.696,1.355,LEFT,-0.736
-0.798,-0.602,1.097,LEFT,-0.811
-0.851,-0.525,0.778,LEFT,-0.859
-0.881,-0.473,0.421,LEFT,-0.885
-0.892,-0.451,0.048,LEFT,-0.892
-0.886,-0.464,-0.323,LEFT,-0.883
-0.862,-0.507,-0.676,LEFT,-0.854
-0.827,-0.562,-0.932,NONE,-0.815
-0.801,-0.598,-1.248,LEFT,-0.786
-0.712,-0.702,-1.478,LEFT,-0.691
-0.595,-0.804,-1.606,LEFT,-0.569
-0.459,-0.889,-1.607,LEFT,-0.43
-0.315,-0.949,-1.47,LEFT,-0.288
-0.186,-0.983,-1.201,LEFT,-0.162
-0.084,-0.996,-0.82,LEFT,-0.069
-0.025,-1.0,-0.364,LEFT,-0.019
-0.013,-1.0,0.123,LEFT,-0.016
-0.049,-0.999,0.593,LEFT,-0.062
-0.129,-0.992,1.001,LEFT,-0.15
-0.243,-0.97,1.309,LEFT,-0.269
-0.377,-0.926,1.491,LEFT,-0.405
-0.514,-0.858,1.539,LEFT,-0.54
-0.637,-0.771,1.459,LEFT,-0.659
-0.736,-0.677,1.27,LEFT,-0.753
-0.808,-0.589,0.999,LEFT,-0.82
-0.855,-0.519,0.674,LEFT,-0.862
-0.867,-0.498,0.533,LEFT,-0.872
-0.885,-0.466,0.17,LEFT,-0.886
-0.886,-0.465,0.096,LEFT,-0.886
-0.881,-0.473,-0.27,LEFT,-0.879
-0.86,-0.511,-0.62,LEFT,-0.853
-0.817,-0.576,-0.936,LEFT,-0.806
-0.75,-0.661,-1.195,LEFT,-0.734
-0.659,-0.752,-1.375,LEFT,-0.638
-0.546,-0.838,-1.453,LEFT,-0.521
-0.42,-0.907,-1.412,LEFT,-0.394
-0.295,-0.955,-1.248,LEFT,-0.271
-0.186,-0.982,-0.971,LEFT,-0.168
-0.107,-0.994,-0.604,LEFT,-0.097
-0.069,-0.998,-0.183,LEFT,-0.066
-0.072,-0.997,0.252,LEFT,-0.078
-0.117,-0.993,0.658,LEFT,-0.131
-0.2,-0.98,0.996,LEFT,-0.22
-0.262,-0.965,1.154,RIGHT,-0.283
-0.335,-0.942,0.347,RIGHT,-0.34
-0.328,-0.945,-0.483,RIGHT,-0.318
-0.244,-0.97,-1.261,RIGHT,-0.218
-0.086,-0.996,-1.913,RIGHT,-0.047
0.129,-0.992,-2.374,RIGHT,0.177
0.371,-0.928,-2.604,RIGHT,0.419
0.599,-0.801,-2.6,RIGHT,0.64
0.779,-0.627,-2.394,RIGHT,0.808
0.899,-0.439,-2.045,RIGHT,0.915
0.963,-0.268,-1.61,RIGHT,0.971
0.991,-0.133,-1.136,RIGHT,0.994
0.999,-0.044,-0.651,RIGHT,0.999
1.0,-0.003,-0.167,RIGHT,1.0
1.0,-0.01,0.312,RIGHT,1.0
0.998,-0.065,0.786,RIGHT,0.997
0.997,-0.082,0.879,LEFT,0.995
0.971,-0.241,2.331,LEFT,0.958
0.855,-0.519,3.707,LEFT,0.812
0.559,-0.829,4.874,LEFT,0.474
0.064,-0.998,5.639,LEFT,-0.05
-0.494,-0.87,5.866,LEFT,-0.592
-0.888,-0.459,5.611,LEFT,-0.934
-0.998,0.059,5.109,LEFT,-0.987
-0.855,0.518,4.635,LEFT,-0.804
-0.546,0.838,4.394,LEFT,-0.47
-0.47,0.883,4.385,RIGHT,-0.392
-0.094,0.996,3.572,RIGHT,-0.024
0.235,0.972,3.113,RIGHT,0.295
0.512,0.859,2.953,RIGHT,0.562
0.742,0.67,3.042,RIGHT,0.782
0.914,0.406,3.327,RIGHT,0.939
0.998,0.065,3.738,RIGHT,1.0
0.946,-0.324,4.164,RIGHT,0.915
0.723,-0.691,4.452,RIGHT,0.658
0.352,-0.936,4.443,RIGHT,0.268
-0.068,-0.998,4.038,RIGHT,-0.147
-0.422,-0.907,3.253,RIGHT,-0.478
-0.478,-0.878,3.058,LEFT,-0.531
-0.718,-0.696,2.937,LEFT,-0.757
-0.882,-0.472,2.619,LEFT,-0.905
-0.969,-0.249,2.183,LEFT,-0.978
-0.998,-0.056,1.696,LEFT,-1.0
-0.996,0.088,1.202,LEFT,-0.994
-0.983,0.183,0.723,LEFT,-0.981
-0.973,0.231,0.26,LEFT,-0.972
-0.972,0.235,-0.193,LEFT,-0.973
-0.981,0.194,-0.645,LEFT,-0.984
-0.994,0.108,-1.104,LEFT,-0.996
-1.0,-0.026,-1.569,LEFT,-0.998
-0.979,-0.205,-2.024,LEFT,-0.97
-0.909,-0.416,-2.431,LEFT,-0.888
-0.772,-0.636,-2.735,LEFT,-0.736
-0.655,-0.755,-2.839,LEFT,-0.611
-0.467,-0.884,-2.858,NONE,-0.414
-0.182,-0.983,-3.15,NONE,-0.119
0.134,-0.991,-3.141,NONE,0.196
0.422,-0.907,-2.834,NONE,0.472
0.639,-0.769,-2.282,NONE,0.672
0.775,-0.632,-1.564,NONE,0.793
0.843,-0.538,-0.754,NONE,0.85
0.861,-0.509,0.087,NONE,0.859
0.834,-0.552,0.916,NONE,0.823
0.754,-0.657,1.686,NONE,0.731
0.607,-0.795,2.34,NONE,0.568
0.527,-0.85,2.552,NONE,0.482
0.275,-0.961,2.923,NONE,0.218
-0.021,-1.0,3.019,NONE,-0.081
-0.31,-0.951,2.825,NONE,-0.363
-0.546,-0.838,2.374,NONE,-0.584
-0.706,-0.708,1.733,NONE,-0.729
-0.795,-0.606,0.979,NONE,-0.806
-0.829,-0.559,0.173,NONE,-0.83
-0.816,-0.578,-0.635,NONE,-0.808
-0.753,-0.658,-1.398,NONE,-0.733
-0.628,-0.778,-2.062,NONE,-0.594
-0.431,-0.902,-2.563,NONE,-0.383
-0.173,-0.985,-2.836,NONE,-0.116
0.112,-0.994,-2.837,NONE,0.168
0.223,-0.975,-2.76,RIGHT,0.277
0.487,-0.873,-2.882,RIGHT,0.537
0.673,-0.74,-2.802,LEFT,0.711
0.817,-0.577,-1.541,LEFT,0.833
0.864,-0.504,-0.202,LEFT,0.865
0.84,-0.543,1.134,LEFT,0.825
0.73,-0.683,2.393,LEFT,0.695
0.5,-0.866,3.478,LEFT,0.437
0.294,-0.956,3.991,LEFT,0.216
-0.131,-0.991,4.534,LEFT,-0.221
-0.559,-0.829,4.644,LEFT,-0.634
-0.866,-0.5,4.386,LEFT,-0.906
-0.994,-0.107,3.918,LEFT,-1.0
-0.967,0.256,3.41,LEFT,-0.947
-0.838,0.546,2.988,LEFT,-0.804
-0.65,0.76,2.727,LEFT,-0.609
-0.426,0.905,2.67,LEFT,-0.377
-0.166,0.986,2.849,LEFT,-0.109
0.138,0.99,3.301,LEFT,0.204
0.483,0.876,4.067,LEFT,0.554
0.821,0.571,5.164,LEFT,0.877
1.0,0.025,6.521,LEFT,0.994
0.767,-0.641,7.858,LEFT,0.656
0.041,-0.999,8.701,LEFT,-0.134
-0.743,-0.669,8.745,LEFT,-0.848
-0.999,-0.047,8.365,LEFT,-0.993
-0.722,0.692,7.892,LEFT,-0.605
-0.022,1.0,7.929,LEFT,0.137
0.72,0.694,8.703,LEFT,0.83
0.986,-0.165,10.009,LEFT,0.933
0.336,-0.942,11.125,LEFT,0.118
-0.709,-0.706,11.308,LEFT,-0.849
-0.948,0.318,10.79,LEFT,-0.858
-0.184,0.983,10.572,LEFT,0.027
0.783,0.622,11.285,LEFT,0.904
0.867,-0.499,12.585,LEFT,0.714
0.714,-0.701,12.815,LEFT,0.511
-0.498,-0.867,13.311,LEFT,-0.709
-0.966,0.259,12.837,LEFT,-0.869
-0.043,0.999,12.639,LEFT,0.209
0.951,0.309,13.524,LEFT,0.999
0.0,-1.0,0.0,RIGHT,0.001
0.025,-1.0,-0.489,RIGHT,0.035
0.096,-0.995,-0.927,RIGHT,0.115
0.205,-0.979,-1.271,RIGHT,0.231
0.34,-0.941,-1.491,RIGHT,0.367
0.48,-0.877,-1.574,RIGHT,0.507
0.61,-0.792,-1.523,RIGHT,0.634
0.718,-0.696,-1.355,RIGHT,0.736
0.798,-0.602,-1.097,RIGHT,0.811
0.851,-0.525,-0.778,RIGHT,0.859
0.881,-0.473,-0.421,RIGHT,0.885
0.892,-0.451,-0.048,RIGHT,0.892
0.886,-0.464,0.323,RIGHT,0.883
0.862,-0.507,0.676,RIGHT,0.854
0.816,-0.578,0.992,RIGHT,0.804
0.746,-0.666,1.248,RIGHT,0.729
0.65,-0.76,1.42,RIGHT,0.628
0.533,-0.846,1.487,RIGHT,0.507
0.403,-0.915,1.431,RIGHT,0.377
0.326,-0.946,1.336,LEFT,0.298
0.159,-0.987,2.063,LEFT,0.117
-0.075,-0.997,2.585,LEFT,-0.127
-0.342,-0.94,2.855,LEFT,-0.395
-0.594,-0.804,2.864,LEFT,-0.639
-0.792,-0.611,2.651,LEFT,-0.823
-0.917,-0.398,2.283,LEFT,-0.934
-0.979,-0.202,1.829,LEFT,-0.986
-0.995,-0.102,1.537,RIGHT,-0.997
-1.0,-0.022,0.051,RIGHT,-1.0
-0.999,-0.032,-0.54,NONE,-0.999
-0.991,-0.135,-1.506,NONE,-0.986
-0.945,-0.326,-2.44,NONE,-0.927
-0.814,-0.581,-3.283,NONE,-0.773
-0.555,-0.832,-3.928,NONE,-0.487
-0.175,-0.985,-4.252,NONE,-0.091
0.246,-0.969,-4.174,NONE,0.326
0.602,-0.799,-3.71,NONE,0.658
0.831,-0.556,-2.963,NONE,0.862
0.944,-0.331,-2.06,NONE,0.956
0.984,-0.178,-1.096,NONE,0.987
0.993,-0.119,-0.12,NONE,0.993
0.988,-0.155,0.848,NONE,0.985
0.959,-0.283,1.792,NONE,0.948
0.872,-0.489,2.673,NONE,0.844
0.684,-0.729,3.415,NONE,0.632
0.445,-0.895,3.833,LEFT,0.374
0.04,-0.999,4.538,LEFT,-0.052
-0.417,-0.909,4.805,LEFT,-0.503
-0.787,-0.616,4.654,LEFT,-0.841
-0.976,-0.216,4.229,LEFT,-0.991
-0.984,0.178,3.716,LEFT,-0.968
-0.864,0.503,3.268,LEFT,-0.83
-0.669,0.743,2.981,LEFT,-0.624
-0.426,0.905,2.912,LEFT,-0.373
-0.142,0.99,3.1,RIGHT,-0.081
0.14,0.99,2.575,RIGHT,0.189
0.373,0.928,2.305,RIGHT,0.415
0.571,0.821,2.247,RIGHT,0.607
0.743,0.67,2.37,RIGHT,0.774
0.885,0.465,2.646,RIGHT,0.909
0.98,0.199,3.036,RIGHT,0.99
0.992,-0.125,3.479,RIGHT,0.981
0.881,-0.473,3.871,RIGHT,0.841
0.744,-0.668,4.028,NONE,0.688
0.396,-0.918,4.556,NONE,0.311
-0.058,-0.998,4.68,NONE,-0.15
-0.49,-0.871,4.358,NONE,-0.564
-0.794,-0.608,3.675,NONE,-0.835
-0.946,-0.324,2.779,NONE,-0.962
-0.995,-0.1,1.799,NONE,-0.998
-1.0,0.03,0.807,NONE,-0.999
-0.998,0.062,-0.174,NONE,-0.998
-1.0,-0.005,-1.147,NONE,-1.0
-0.996,-0.091,-1.725,NONE,-0.992
-0.952,-0.306,-2.663,NONE,-0.934
-0.814,-0.581,-3.507,NONE,-0.77
-0.536,-0.844,-4.142,NONE,-0.463
-0.133,-0.991,-4.434,NONE,-0.044
0.303,-0.953,-4.305,NONE,0.383
0.655,-0.755,-3.784,NONE,0.709
0.87,-0.494,-2.992,NONE,0.897
0.897,-0.442,-2.812,RIGHT,0.92
0.98,-0.197,-2.36,RIGHT,0.988
1.0,0.013,-1.865,RIGHT,0.999
0.985,0.174,-1.374,RIGHT,0.98
0.959,0.285,-0.911,RIGHT,0.954
0.937,0.35,-0.476,RIGHT,0.934
0.929,0.37,-0.225,LEFT,0.929
0.946,0.325,1.185,LEFT,0.954
0.99,0.14,2.614,LEFT,0.996
0.982,-0.191,4.056,LEFT,0.962
0.786,-0.619,5.396,LEFT,0.713
0.306,-0.952,6.394,LEFT,0.18
-0.348,-0.937,6.809,LEFT,-0.472
-0.858,-0.513,6.626,LEFT,-0.918
-0.995,0.099,6.121,LEFT,-0.976
-0.773,0.634,5.672,LEFT,-0.697
-0.32,0.947,5.566,LEFT,-0.213
0.244,0.97,5.967,LEFT,0.359
0.775,0.633,6.913,LEFT,0.855
0.997,-0.071,8.246,LEFT,0.972
0.573,-0.82,9.487,LEFT,0.406
-0.364,-0.931,10.003,LEFT,-0.542
-0.978,-0.207,9.685,LEFT,-1.0
-0.743,0.669,9.18,LEFT,-0.609
0.076,0.997,9.237,LEFT,0.259
0.861,0.508,10.133,LEFT,0.947
0.854,-0.52,11.458,LEFT,0.712
-0.169,-0.986,12.227,LEFT,-0.402
-0.983,-0.184,11.958,LEFT,-0.999
-0.554,0.833,11.49,LEFT,-0.35
-0.128,0.992,11.508,RIGHT,0.101
0.844,0.537,11.29,RIGHT,0.942
0.838,-0.546,11.603,RIGHT,0.69
-0.163,-0.987,11.359,RIGHT,-0.379
-0.947,-0.32,10.14,RIGHT,-0.992
-0.82,0.573,8.613,RIGHT,-0.711
-0.158,0.987,7.533,RIGHT,-0.01
0.54,0.842,7.159,RIGHT,0.654
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,LEFT,-0.001
-0.025,-1.0,0.489,LEFT,-0.035
-0.096,-0.995,0.927,LEFT,-0.115
-0.205,-0.979,1.271,LEFT,-0.231
-0.34,-0.941,1.491,LEFT,-0.367
-0.48,-0.877,1.574,LEFT,-0.507
-0.61,-0.792,1.523,LEFT,-0.634
-0.718,-0.696,1.355,LEFT,-0.736
-0.798,-0.602,1.097,LEFT,-0.811
-0.851,-0.525,0.778,LEFT,-0.859
-0.866,-0.501,0.638,RIGHT,-0.871
-0.864,-0.504,-0.715,RIGHT,-0.855
-0.787,-0.617,-2.017,RIGHT,-0.76
-0.601,-0.799,-3.181,RIGHT,-0.547
-0.275,-0.961,-4.085,RIGHT,-0.194
0.159,-0.987,-4.603,RIGHT,0.25
0.587,-0.809,-4.684,RIGHT,0.66
0.884,-0.467,-4.403,RIGHT,0.921
0.998,-0.069,-3.925,RIGHT,1.0
0.956,0.293,-3.42,RIGHT,0.934
0.815,0.58,-3.014,RIGHT,0.779
0.616,0.788,-2.781,RIGHT,0.572
0.379,0.925,-2.762,RIGHT,0.327
0.104,0.995,-2.994,RIGHT,0.043
-0.217,0.976,-3.514,RIGHT,-0.287
-0.573,0.82,-4.36,RIGHT,-0.644
-0.892,0.452,-5.538,RIGHT,-0.938
-1.0,-0.018,-6.644,RIGHT,-0.988
-0.731,-0.683,-7.854,RIGHT,-0.612
0.023,-1.0,-7.854,RIGHT,0.197
0.786,-0.619,-7.854,RIGHT,0.881
0.983,0.182,-7.854,RIGHT,0.94
0.554,0.833,-7.854,RIGHT,0.417
-0.204,0.979,-7.854,RIGHT,-0.36
-0.871,0.491,-7.854,RIGHT,-0.946
-0.896,-0.444,-7.854,RIGHT,-0.783
-0.018,-1.0,-7.854,RIGHT,0.208
0.898,-0.44,-7.854,RIGHT,0.973
0.803,0.595,-7.854,RIGHT,0.66
-0.128,0.992,-7.854,RIGHT,-0.336
-0.945,0.326,-7.854,RIGHT,-0.995
-0.621,-0.784,-7.854,RIGHT,-0.398
0.607,-0.795,-7.854,RIGHT,0.794
0.925,0.379,-7.854,RIGHT,0.8
0.8,0.6,-7.854,RIGHT,0.624
-0.333,0.943,-7.854,RIGHT,-0.562
-0.995,-0.1,-7.854,RIGHT,-0.928
0.0,-1.0,0.0,RIGHT,0.001
0.025,-1.0,-0.489,RIGHT,0.035
0.096,-0.995,-0.927,RIGHT,0.115
0.205,-0.979,-1.271,RIGHT,0.231
0.34,-0.941,-1.491,RIGHT,0.367
0.48,-0.877,-1.574,RIGHT,0.507
0.61,-0.792,-1.523,RIGHT,0.634
0.718,-0.696,-1.355,RIGHT,0.736
0.798,-0.602,-1.097,RIGHT,0.811
0.851,-0.525,-0.778,RIGHT,0.859
0.877,-0.48,-0.494,RIGHT,0.881
0.891,-0.453,-0.123,RIGHT,0.892
0.889,-0.458,0.25,RIGHT,0.886
0.868,-0.497,0.608,RIGHT,0.862
0.827,-0.562,0.932,RIGHT,0.816
0.762,-0.647,1.202,RIGHT,0.746
0.671,-0.741,1.394,RIGHT,0.65
0.557,-0.831,1.483,RIGHT,0.532
0.429,-0.903,1.452,RIGHT,0.403
0.3,-0.954,1.295,RIGHT,0.276
0.187,-0.982,1.02,RIGHT,0.168
0.103,-0.995,0.651,RIGHT,0.092
0.073,-0.997,0.399,LEFT,0.063
0.006,-1.0,0.935,LEFT,-0.015
-0.111,-0.994,1.375,LEFT,-0.139
-0.262,-0.965,1.679,LEFT,-0.295
-0.427,-0.904,1.823,LEFT,-0.46
-0.585,-0.811,1.808,LEFT,-0.614
-0.716,-0.698,1.65,LEFT,-0.739
-0.814,-0.581,1.382,LEFT,-0.829
-0.843,-0.537,1.252,NONE,-0.856
-0.885,-0.466,0.393,NONE,-0.888
-0.883,-0.47,-0.476,NONE,-0.877
-0.837,-0.547,-1.314,NONE,-0.821
-0.732,-0.681,-2.072,NONE,-0.703
-0.55,-0.835,-2.683,NONE,-0.504
-0.288,-0.957,-3.07,NONE,-0.229
0.022,-1.0,-3.171,NONE,0.085
0.326,-0.946,-2.967,NONE,0.38
0.57,-0.822,-2.495,NONE,0.609
0.734,-0.68,-1.828,NONE,0.757
0.824,-0.566,-1.045,NONE,0.835
0.858,-0.513,-0.21,NONE,0.859
0.847,-0.531,0.627,NONE,0.839
0.788,-0.616,1.422,NONE,0.769
0.666,-0.746,2.122,NONE,0.633
0.469,-0.883,2.66,NONE,0.421
0.203,-0.979,2.966,NONE,0.145
0.084,-0.996,3.011,NONE,0.025
-0.212,-0.977,2.917,NONE,-0.268
-0.47,-0.883,2.55,NONE,-0.514
-0.657,-0.754,1.969,NONE,-0.685
-0.77,-0.638,1.248,NONE,-0.785
-0.821,-0.571,0.456,NONE,-0.826
-0.824,-0.566,-0.355,NONE,-0.819
-0.779,-0.627,-1.138,NONE,-0.764
-0.677,-0.736,-1.842,NONE,-0.649
-0.506,-0.863,-2.406,NONE,-0.463
-0.266,-0.964,-2.763,NONE,-0.212
0.014,-1.0,-2.86,NONE,0.071
0.288,-0.957,-2.682,NONE,0.339
0.516,-0.857,-2.257,NONE,0.553
0.673,-0.739,-1.649,NONE,0.696
0.763,-0.647,-0.928,NONE,0.774
0.797,-0.604,-0.154,NONE,0.798
0.798,-0.603,0.003,NONE,0.797
0.774,-0.634,0.773,NONE,0.763
0.75,-0.662,1.068,NONE,0.735
0.649,-0.761,1.744,NONE,0.621
0.483,-0.876,2.284,NONE,0.441
0.441,-0.898,2.37,NONE,0.397
0.202,-0.979,2.664,NONE,0.149
-0.068,-0.998,2.703,NONE,-0.121
-0.323,-0.946,2.483,NONE,-0.369
-0.528,-0.849,2.038,NONE,-0.561
-0.667,-0.745,1.43,NONE,-0.688
-0.744,-0.669,0.722,NONE,-0.753
-0.767,-0.642,-0.026,NONE,-0.766
-0.741,-0.671,-0.764,NONE,-0.729
-0.662,-0.749,-1.445,NONE,-0.639
-0.521,-0.853,-2.013,NONE,-0.486
-0.321,-0.947,-2.408,NONE,-0.274
-0.075,-0.997,-2.579,NONE,-0.023
0.181,-0.984,-2.501,NONE,0.229
0.406,-0.914,-2.187,NONE,0.444
0.575,-0.818,-1.682,NONE,0.601
0.646,-0.763,-1.313,NONE,0.665
0.717,-0.697,-0.631,NONE,0.725
0.736,-0.677,0.088,NONE,0.734
0.705,-0.709,0.794,NONE,0.693
0.621,-0.783,1.437,RIGHT,0.598
0.5,-0.866,1.473,RIGHT,0.474
0.371,-0.929,1.386,RIGHT,0.345
0.248,-0.969,1.175,RIGHT,0.226
0.148,-0.989,0.856,RIGHT,0.132
0.082,-0.997,0.459,RIGHT,0.074
0.058,-0.998,0.022,RIGHT,0.058
0.078,-0.997,-0.413,RIGHT,0.087
0.139,-0.99,-0.804,RIGHT,0.155
0.233,-0.972,-1.115,RIGHT,0.256
0.351,-0.936,-1.317,RIGHT,0.376
0.476,-0.88,-1.399,RIGHT,0.5
0.593,-0.805,-1.361,RIGHT,0.614
0.692,-0.722,-1.217,RIGHT,0.709
0.767,-0.641,-0.988,RIGHT,0.78
0.819,-0.574,-0.701,RIGHT,0.827
0.849,-0.529,-0.377,RIGHT,0.852
0.852,-0.523,-0.309,RIGHT,0.855
0.86,-0.511,0.032,RIGHT,0.859
0.849,-0.528,0.369,RIGHT,0.845
0.82,-0.572,0.683,RIGHT,0.812
0.77,-0.638,0.956,RIGHT,0.757
0.698,-0.716,1.166,RIGHT,0.681
0.604,-0.797,1.293,RIGHT,0.583
0.494,-0.87,1.319,RIGHT,0.471
0.379,-0.925,1.234,RIGHT,0.356
0.27,-0.963,1.039,RIGHT,0.251
0.183,-0.983,0.75,RIGHT,0.168
0.125,-0.992,0.393,RIGHT,0.119
0.106,-0.994,0.001,RIGHT,0.107
0.125,-0.992,-0.387,RIGHT,0.134
0.182,-0.983,-0.734,RIGHT,0.196
0.266,-0.964,-1.007,RIGHT,0.287
0.371,-0.928,-1.185,RIGHT,0.393
0.483,-0.876,-1.254,RIGHT,0.504
0.587,-0.809,-1.217,RIGHT,0.607
0.661,-0.751,-1.117,NONE,0.676
0.71,-0.704,-0.571,LEFT,0.716
0.708,-0.706,0.63,LEFT,0.697
0.618,-0.787,1.775,LEFT,0.587
0.423,-0.906,2.77,LEFT,0.37
0.119,-0.993,3.512,LEFT,0.048
-0.252,-0.968,3.912,LEFT,-0.327
-0.606,-0.796,3.947,LEFT,-0.666
-0.86,-0.511,3.68,LEFT,-0.894
-0.948,-0.318,3.425,RIGHT,-0.967
-0.998,-0.055,1.937,RIGHT,-1.0
-0.998,0.064,0.445,RIGHT,-0.998
-0.999,0.035,-1.03,RIGHT,-1.0
-0.99,-0.141,-2.49,RIGHT,-0.981
-0.896,-0.445,-3.893,RIGHT,-0.857
-0.61,-0.792,-5.105,RIGHT,-0.525
-0.327,-0.945,-5.652,NONE,-0.218
0.233,-0.972,-5.642,NONE,0.341
0.702,-0.713,-5.115,NONE,0.77
0.948,-0.318,-4.24,NONE,0.971
0.999,0.051,-3.237,NONE,0.994
0.948,0.319,-2.251,NONE,0.933
0.876,0.483,-1.34,NONE,0.864
0.828,0.56,-0.499,NONE,0.824
0.823,0.569,0.307,NONE,0.827
0.861,0.508,1.122,NONE,0.873
0.929,0.37,1.983,NONE,0.944
0.991,0.134,2.902,NONE,0.997
0.979,-0.202,3.843,LEFT,0.96
0.792,-0.61,5.186,LEFT,0.723
0.335,-0.942,6.203,LEFT,0.214
-0.302,-0.953,6.659,LEFT,-0.426
-0.825,-0.566,6.518,LEFT,-0.891
-1.0,0.028,6.03,LEFT,-0.989
-0.822,0.569,5.555,LEFT,-0.754
-0.41,0.912,5.383,LEFT,-0.309
0.127,0.992,5.683,LEFT,0.24
0.669,0.743,6.519,LEFT,0.762
0.992,0.124,7.793,LEFT,0.999
0.75,-0.662,9.12,LEFT,0.616
-0.108,-0.994,9.871,LEFT,-0.302
-0.784,-0.621,9.822,RIGHT,-0.888
-0.972,0.235,8.304,RIGHT,-0.921
-0.543,0.84,6.954,RIGHT,-0.424
0.076,0.997,6.158,RIGHT,0.197
0.626,0.779,5.955,RIGHT,0.715
0.959,0.285,6.195,RIGHT,0.987
0.939,-0.344,6.594,RIGHT,0.885
0.521,-0.853,6.771,RIGHT,0.401
-0.115,-0.993,6.408,RIGHT,-0.24
-0.655,-0.756,5.452,RIGHT,-0.731
-0.93,-0.368,4.107,RIGHT,-0.956
-0.999,-0.041,2.617,RIGHT,-1.0
-0.989,0.145,1.121,RIGHT,-0.986
-0.983,0.184,-0.347,RIGHT,-0.985
-0.997,0.077,-1.806,RIGHT,-0.999
-0.985,-0.175,-3.257,RIGHT,-0.97
-0.841,-0.541,-4.628,RIGHT,-0.786
-0.46,-0.888,-5.734,RIGHT,-0.353
-0.119,-0.993,-6.171,RIGHT,0.005
0.493,-0.87,-6.42,RIGHT,0.6
0.911,-0.412,-6.144,RIGHT,0.955
0.986,0.165,-5.626,RIGHT,0.962
0.762,0.648,-5.196,RIGHT,0.691
0.348,0.938,-5.089,RIGHT,0.251
0.25,0.968,-5.121,LEFT,0.152
-0.225,0.974,-4.564,LEFT,-0.312
-0.624,0.781,-4.444,LEFT,-0.691
-0.903,0.429,-4.659,LEFT,-0.939
-0.999,-0.041,-5.06,LEFT,-0.99
-0.843,-0.537,-5.433,LEFT,-0.78
-0.437,-0.899,-5.522,LEFT,-0.336
0.084,-0.996,-5.142,LEFT,0.186
0.531,-0.847,-4.28,LEFT,0.6
0.801,-0.598,-3.076,LEFT,0.835
0.921,-0.391,-1.698,LEFT,0.932
0.954,-0.299,-0.265,LEFT,0.955
0.94,-0.341,1.162,LEFT,0.931
0.861,-0.509,2.533,LEFT,0.833
0.66,-0.751,3.759,LEFT,0.6
0.29,-0.957,4.696,LEFT,0.198
-0.202,-0.979,5.195,LEFT,-0.303
-0.665,-0.747,5.207,LEFT,-0.739
-0.943,-0.332,4.85,LEFT,-0.971
-0.998,-0.056,4.546,NONE,-0.999
-0.94,0.341,3.544,NONE,-0.914
-0.792,0.611,2.661,NONE,-0.759
-0.633,0.774,1.942,NONE,-0.603
-0.497,0.868,1.374,NONE,-0.474
-0.395,0.919,0.928,NONE,-0.379
-0.326,0.945,0.57,NONE,-0.315
-0.286,0.958,0.269,NONE,-0.281
-0.273,0.962,-0.005,NONE,-0.274
-0.287,0.958,-0.276,NONE,-0.293
-0.327,0.945,-0.57,NONE,-0.338
-0.396,0.918,-0.914,NONE,-0.413
-0.495,0.869,-1.337,NONE,-0.519
-0.627,0.779,-1.868,NONE,-0.656
-0.781,0.624,-2.535,NONE,-0.813
-0.902,0.432,-3.173,NONE,-0.928
-0.996,0.085,-4.076,NONE,-1.0
-0.933,-0.361,-4.993,NONE,-0.891
-0.616,-0.788,-5.72,NONE,-0.521
-0.073,-0.997,-6.011,NONE,0.048
0.497,-0.868,-5.735,NONE,0.592
0.872,-0.49,-4.989,NONE,0.916
0.998,-0.061,-4.01,NONE,1.0
0.958,0.286,-3.007,NONE,0.94
0.856,0.517,-2.091,NONE,0.834
0.757,0.653,-1.286,NONE,0.741
